month,ticker,month_end_price,prev_month_price,monthly_return
2010-02-01 00:00:00+07,AAPL,6.15751,5.77948,0.06540899873345006817
2010-03-01 00:00:00+07,AAPL,7.07215,6.15751,0.14854056266250481120
2010-04-01 00:00:00+07,AAPL,7.85731,7.07215,0.11102140084698429756
2010-05-01 00:00:00+07,AAPL,7.73007,7.85731,-0.01619383733109677485
2010-06-01 00:00:00+07,AAPL,7.56945,7.73007,-0.02077859579538089565
2010-07-01 00:00:00+07,AAPL,7.74159,7.56945,0.02274141450171412718
2010-08-01 00:00:00+07,AAPL,7.31585,7.74159,-0.05499387076814969535
2010-09-01 00:00:00+07,AAPL,8.53896,7.31585,0.16718631464559825584
2010-10-01 00:00:00+07,AAPL,9.05753,8.53896,0.06072987811162015046
2010-11-01 00:00:00+07,AAPL,9.36423,9.05753,0.03386132864036884228
2010-12-01 00:00:00+07,AAPL,9.70719,9.36423,0.03662447419595631461
2011-01-01 00:00:00+07,AAPL,10.211,9.70719,0.05190070452932310998
2011-02-01 00:00:00+07,AAPL,10.6296,10.211,0.04099500538634805602
2011-03-01 00:00:00+07,AAPL,10.4866,10.6296,-0.01345299917212312787
2011-04-01 00:00:00+07,AAPL,10.5361,10.4866,0.00472030972860603055
2011-05-01 00:00:00+07,AAPL,10.4682,10.5361,-0.00644450982811476732
2011-06-01 00:00:00+07,AAPL,10.1014,10.4682,-0.03503945281901377505
2011-07-01 00:00:00+07,AAPL,11.7512,10.1014,0.16332389569762607163
2011-08-01 00:00:00+07,AAPL,11.5816,11.7512,-0.01443256858873987337
2011-09-01 00:00:00+07,AAPL,11.4742,11.5816,-0.00927333010982938454
2011-10-01 00:00:00+07,AAPL,12.1809,11.4742,0.06159035052552683411
2011-11-01 00:00:00+07,AAPL,11.502,12.1809,-0.05573479792133586188
2011-12-01 00:00:00+07,AAPL,12.1866,11.502,0.05952008346374543558
2012-01-01 00:00:00+07,AAPL,13.7379,12.1866,0.12729555413322829994
2012-02-01 00:00:00+07,AAPL,16.3249,13.7379,0.18831116837362333399
2012-03-01 00:00:00+07,AAPL,18.0416,16.3249,0.10515837769297208559
2012-04-01 00:00:00+07,AAPL,17.5735,18.0416,-0.02594559240865555161
2012-05-01 00:00:00+07,AAPL,17.3842,17.5735,-0.01077190087347426523
2012-06-01 00:00:00+07,AAPL,17.5745,17.3842,0.01094672173582908618
2012-07-01 00:00:00+07,AAPL,18.3817,17.5745,0.04593018293550314376
2012-08-01 00:00:00+07,AAPL,20.1044,18.3817,0.09371820887077909007
2012-09-01 00:00:00+07,AAPL,20.1615,20.1044,0.00284017429020512923
2012-10-01 00:00:00+07,AAPL,17.9933,20.1615,-0.10754160156734369963
2012-11-01 00:00:00+07,AAPL,17.7715,17.9933,-0.01232681053503248431
2012-12-01 00:00:00+07,AAPL,16.1564,17.7715,-0.09088146751821737051
